epoch,train_loss,val_loss
1,0.10514762427876978,0.032968103885650635
2,0.06571507556181327,0.026005173102021217
3,0.06676459560791652,0.021396981552243233
4,0.05960326057438757,0.02063816785812378
5,0.05933697470555119,0.018854958936572075
6,0.05600751775736902,0.018069012090563774
7,0.055616715229025074,0.01771349087357521
8,0.053586440781752266,0.016976846382021904
9,0.05235577119039554,0.017191393300890923
10,0.05048140306390968,0.01717526465654373
11,0.049486810377999846,0.01735774613916874
12,0.048163351913293205,0.01718522608280182
13,0.04726041678120108,0.016183409839868546
14,0.04554565732969957,0.01583072543144226
15,0.044985075864721745,0.016035186126828194
16,0.04355984794742921,0.016235971823334694
17,0.04265255860838236,0.015798386186361313
18,0.041670429502047746,0.015445712953805923
19,0.04114789552256173,0.015058315359055996
20,0.03988206481524542,0.01568731665611267
21,0.03959466882196127,0.01696068048477173
22,0.03873935867758358,0.016030244529247284
23,0.03819942978375098,0.01560098584741354
24,0.037302175500229295,0.015732308849692345
25,0.037248317152261734,0.016551414504647255
26,0.03703411807324372,0.0170326828956604
27,0.03643469074193169,0.016621123999357224
28,0.036361603979386536,0.016198892146348953
29,0.03588454008978956,0.01608210802078247
30,0.03520943450869298,0.016867587342858315
31,0.03485362239035906,0.015652405098080635
32,0.03463280814535478,0.016323555260896683
33,0.03460706492849425,0.01643836870789528
34,0.03465451760327115,0.016025668010115623
