epoch,train_loss,val_loss
1,0.05400062249810787,0.006712312960019212
2,0.035761753170468064,0.003338842133015866
3,0.03369082926454866,0.0028528965663135366
4,0.03290288324909105,0.0024215175916433413
5,0.032339891366339676,0.0024425604682917017
6,0.03218959366189309,0.0022539750158069236
7,0.03193496024719634,0.0023012626062252984
8,0.03171519678220482,0.0022036288275154884
9,0.03165626052996887,0.002136194929824577
10,0.03148347738353976,0.0019692064236510438
11,0.03139553790580269,0.0020361336913834616
12,0.03128978219555476,0.0019466423854664322
13,0.031171696150851056,0.00196687003203218
14,0.031121353933433713,0.0021116048368529507
15,0.031054839016099886,0.0019225474016367407
16,0.031082301125433448,0.0020522166158399475
17,0.03101914289848699,0.002011443725737957
18,0.030930895952462317,0.0019805905563353822
19,0.03082242722821458,0.0019745426753162354
20,0.030722099828844992,0.002170895239814998
21,0.030768583502893677,0.002029375034927496
22,0.030653860475933038,0.002018702256070612
23,0.03062365299331434,0.0019191489981900223
24,0.030556290461416155,0.002053140617764523
25,0.03055753944977268,0.001929675127222328
26,0.03054838478565216,0.0019473122613440639
27,0.030394730276327334,0.0020570625894454782
28,0.030427023316532964,0.001960777250637047
29,0.030363648622031125,0.0019074585752581346
30,0.030387400019571305,0.0020844053933495228
31,0.030332978066312837,0.002083605775513777
32,0.030268860064073963,0.001987902267582931
33,0.03020652019536953,0.0018706587447335152
34,0.030193005234211232,0.002185419959932723
35,0.030180433667909973,0.0019058267804634287
36,0.03018293323231659,0.0019871840163780312
37,0.030145123639990758,0.0020848015577613443
38,0.030061682569116736,0.002080073043222399
39,0.03008455402316467,0.002312221650358555
40,0.030027534887715045,0.0020635717460580935
41,0.029960606224635426,0.0022087461974884637
42,0.030015953131913443,0.002247919669463287
43,0.0299365276043608,0.00219960455809742
44,0.029895877181980605,0.0020470503919775103
45,0.029905135047050654,0.002090142633751192
46,0.02992416517863243,0.002123155525460407
47,0.02986242995490087,0.0021263955831822587
48,0.029853652972767045,0.0021167947919326674
49,0.029813229214135508,0.002104968343686932
50,0.02982834928665783,0.0021812370382396796
51,0.02978259433360122,0.002072439188049187
52,0.02978897344698312,0.0021255655081495444
53,0.029784752262866816,0.002106659152142035
54,0.029695275673107164,0.0021446423689861806
55,0.029752279757343153,0.002204495875931549
56,0.029686281238102526,0.0022504408168053562
57,0.0297008010882958,0.0021221325431746434
58,0.02963492195094839,0.0020881360384456243
