epoch,train_loss,val_loss
1,0.1483793647850261,0.03259202465415001
2,0.0684931268586832,0.03556045889854431
3,0.0668496805955382,0.02120216377079487
4,0.0526082014774575,0.025761619210243225
5,0.05637219315942596,0.02572941966354847
6,0.054995086044073105,0.02092576213181019
7,0.049750814718358655,0.018923623487353325
8,0.04810803808710155,0.019898777827620506
9,0.049021631303955523,0.019629109650850296
10,0.04846592212424559,0.018116189166903496
11,0.04664221340242554,0.017403453588485718
12,0.04497190078391748,0.017680395394563675
13,0.04520312144475825,0.017750447615981102
14,0.04589154856169925,0.016948796808719635
15,0.04373171404004097,0.016184942796826363
16,0.04284661885570077,0.01622777245938778
17,0.0416246033328421,0.01632816530764103
18,0.04142441122847445,0.016036583110690117
19,0.04110039674183902,0.015892207622528076
20,0.039819072274600756,0.01596243679523468
21,0.039263152068152146,0.01583167538046837
22,0.038825299108729644,0.015605201944708824
23,0.038803217121783425,0.01562592014670372
24,0.038245130461805006,0.015712697058916092
25,0.03784601429806036,0.015670595690608025
26,0.03730542335440131,0.015621691010892391
27,0.03656123074538568,0.01563113182783127
28,0.036454929937334624,0.015536736696958542
29,0.036584544620093175,0.015457529574632645
30,0.03610883429646492,0.015491792000830173
31,0.03580782601938528,0.015606713481247425
32,0.03536695728407187,0.015654513612389565
33,0.034800246314090844,0.0156273003667593
34,0.03462721560807789,0.015578403137624264
35,0.03448548715780763,0.01551430020481348
36,0.03438378480427405,0.01530008390545845
37,0.03386022216256927,0.015106204897165298
38,0.03412001198705505,0.015159628354012966
39,0.03358048029682215,0.015344210900366306
40,0.0336275053813177,0.015414132736623287
41,0.03331838061704355,0.015439949929714203
42,0.03326264352482908,0.015666300430893898
43,0.0336770694483729,0.015609570778906345
44,0.033146707888911754,0.015323434956371784
45,0.03310364668860155,0.01514157559722662
46,0.032954684075187236,0.015065192244946957
47,0.03300606121911722,0.015054424293339252
48,0.03273470822502585,0.014953896403312683
49,0.03238040620789808,0.014975192956626415
50,0.03290789451669244,0.01480614673346281
51,0.03268863120499779,0.0144805321469903
52,0.0322276977055213,0.014461535960435867
53,0.03229819457320606,0.014704901725053787
54,0.03224802288938971,0.015292317606508732
55,0.03234788455507335,0.015594592317938805
56,0.03250422574141446,0.015520762652158737
57,0.032142612776335545,0.015256578102707863
58,0.03199575490811292,0.015052780508995056
59,0.03208324536681175,0.015041740611195564
60,0.03187454640865326,0.01508116815239191
61,0.03210470632595174,0.015247579663991928
62,0.03239336005028556,0.015073687769472599
63,0.0317659871543155,0.015142193995416164
64,0.03208482638001442,0.015027925372123718
65,0.03184210351284812,0.014723110944032669
66,0.03190553403076003,0.014443046413362026
67,0.031959785521030425,0.014559729024767876
68,0.0316116407075349,0.014692005701363087
69,0.031787581347367345,0.014945965260267258
70,0.03172318773234592,0.015384946949779987
71,0.031783624826108706,0.015557887963950634
72,0.03146445006132126,0.015369236469268799
73,0.03151322248227456,0.015210303477942944
74,0.03159129781758084,0.015138864517211914
75,0.03162955256069408,0.015372386202216148
76,0.03145259923356421,0.015638098120689392
77,0.03133338269065408,0.01545009482651949
78,0.031637437597793694,0.015331942588090897
79,0.03153108818566098,0.014937994070351124
80,0.031336895683232474,0.014717462472617626
81,0.03146010431296685,0.014827021397650242
82,0.03154281848932014,0.015018255449831486
83,0.03142865506165168,0.015096498653292656
84,0.031373352908036285,0.015093118883669376
85,0.0315736385391039,0.015149964019656181
86,0.03154043296680731,0.01532862801104784
87,0.0312775615383597,0.015537403523921967
88,0.03151809180922368,0.01572226919233799
89,0.031108671843129047,0.015846801921725273
90,0.031197098774068496,0.015798229724168777
91,0.031306732884224725,0.015559697523713112
