dataset,test_srcc,test_plcc,test_krcc,test_rmse,test_nrmse,r_clip_mean,r_attr_mean,r_phys_mean
mean,0.8241316785034367,0.8346844456201261,0.6616019430085917,0.11858406949241981,0.11944277979656684,0.5319893538951874,0.1443157907575369,0.32369484901428225
